"Id","activity_date","total_steps","total_distance","calories","very_active_min","fairly_active_min","lightly_active_min","sedentary_min","total_minutes","pct_intense_activity"
1624580081,"4/12/2016",8163,5.30999994277954,1432,0,0,146,1294,1440,0.0
1624580081,"4/13/2016",7007,4.55000019073486,1411,0,0,148,1292,1440,0.0
1624580081,"4/14/2016",9107,5.92000007629395,1572,0,0,236,1204,1440,0.0
1624580081,"4/15/2016",1510,0.980000019073486,1344,0,0,96,1344,1440,0.0
1624580081,"4/16/2016",5370,3.49000000953674,1463,0,0,176,1264,1440,0.0
1624580081,"4/17/2016",6175,4.05999994277954,1554,15,22,127,1276,1440,22.6
1624580081,"4/18/2016",10536,7.40999984741211,1604,17,7,202,1214,1440,10.6
1624580081,"4/19/2016",2916,1.89999997615814,1435,0,0,141,1299,1440,0.0
1624580081,"4/2/2016",1556,1.00999999046326,1327,0,0,88,1352,1440,0.0
1624580081,"4/20/2016",4974,3.23000001907349,1446,0,0,151,1289,1440,0.0
1624580081,"4/21/2016",6349,4.13000011444092,1467,0,0,186,1254,1440,0.0
1624580081,"4/22/2016",4026,2.61999988555908,1470,0,0,199,1241,1440,0.0
1624580081,"4/23/2016",8538,5.55000019073486,1562,0,0,227,1213,1440,0.0
1624580081,"4/24/2016",6076,3.95000004768372,1617,16,18,185,1221,1440,15.5
1624580081,"4/25/2016",6497,4.21999979019165,1492,0,0,202,1238,1440,0.0
1624580081,"4/26/2016",2826,1.8400000333786,1402,0,0,140,1300,1440,0.0
1624580081,"4/27/2016",8367,5.44000005722046,1670,17,36,154,1233,1440,25.6
1624580081,"4/28/2016",2759,1.78999996185303,1401,0,5,115,1320,1440,4.2
1624580081,"4/29/2016",2390,1.54999995231628,1404,0,0,150,1290,1440,0.0
1624580081,"4/3/2016",2910,1.88999998569489,1452,0,0,157,1283,1440,0.0
1624580081,"4/30/2016",6474,4.30000019073486,1655,11,23,224,1182,1440,13.2
1624580081,"4/4/2016",18464,12.0,1574,0,0,270,1170,1440,0.0
1624580081,"4/5/2016",1335,0.870000004768372,1308,0,0,74,1366,1440,0.0
1624580081,"4/6/2016",1004,0.649999976158142,1276,0,0,55,1385,1440,0.0
1624580081,"4/7/2016",1111,0.720000028610229,1278,0,0,54,1386,1440,0.0
1624580081,"4/8/2016",6344,4.11999988555908,1409,0,0,143,1297,1440,0.0
1624580081,"4/9/2016",3572,2.3199999332428,1370,0,0,122,1318,1440,0.0
1624580081,"5/1/2016",36019,28.0300006866455,2690,186,63,171,1020,1440,59.3
1624580081,"5/10/2016",2969,1.92999994754791,1393,0,0,139,1301,1440,0.0
1624580081,"5/11/2016",3134,2.03999996185303,1359,0,0,112,1328,1440,0.0
1624580081,"5/12/2016",2971,1.92999994754791,1002,0,0,107,890,997,0.0
1624580081,"5/2/2016",7155,4.92999982833862,1497,7,6,166,1261,1440,7.3
1624580081,"5/3/2016",2100,1.37000000476837,1334,0,0,96,1344,1440,0.0
1624580081,"5/4/2016",2193,1.42999994754791,1368,0,0,118,1322,1440,0.0
1624580081,"5/5/2016",2470,1.61000001430511,1370,0,0,117,1323,1440,0.0
1624580081,"5/6/2016",1727,1.12000000476837,1341,0,0,102,1338,1440,0.0
1624580081,"5/7/2016",2104,1.37000000476837,1474,0,0,182,1258,1440,0.0
1624580081,"5/8/2016",3427,2.23000001907349,1427,0,0,152,1288,1440,0.0
1624580081,"5/9/2016",1732,1.12999999523163,1328,0,0,91,1349,1440,0.0
1644430081,"4/1/2016",4636,3.41000008583069,3323,0,16,586,838,1440,2.7
1644430081,"4/12/2016",10694,7.76999998092651,3199,2,51,256,1131,1440,17.2
1644430081,"4/13/2016",8001,5.82000017166138,2902,30,16,135,1259,1440,25.4
1644430081,"4/14/2016",11037,8.02000045776367,3226,5,58,252,1125,1440,20.0
1644430081,"4/15/2016",5263,3.82999992370605,2750,3,4,170,1263,1440,4.0
1644430081,"4/16/2016",15300,11.1199998855591,3493,51,42,212,1135,1440,30.5
1644430081,"4/17/2016",8757,6.36999988555908,3011,29,13,186,1212,1440,18.4
1644430081,"4/18/2016",7132,5.19000005722046,2806,15,33,121,1271,1440,28.4
1644430081,"4/19/2016",11256,8.18000030517578,3300,5,58,278,1099,1440,18.5
1644430081,"4/2/2016",20237,14.710000038147,4029,34,141,347,918,1440,33.5
1644430081,"4/20/2016",2436,1.76999998092651,2430,0,0,125,1315,1440,0.0
1644430081,"4/21/2016",1223,0.889999985694885,2140,0,0,38,1402,1440,0.0
1644430081,"4/22/2016",3673,2.67000007629395,2344,0,0,86,1354,1440,0.0
1644430081,"4/23/2016",6637,4.82999992370605,2677,0,15,160,1265,1440,8.6
1644430081,"4/24/2016",3321,2.41000008583069,2413,0,0,89,1351,1440,0.0
1644430081,"4/25/2016",3580,2.59999990463257,2497,8,1,94,1337,1440,8.7
1644430081,"4/26/2016",9919,7.21000003814697,3123,11,41,223,1165,1440,18.9
1644430081,"4/27/2016",3032,2.20000004768372,2489,0,0,118,1322,1440,0.0
1644430081,"4/28/2016",9405,6.84000015258789,3108,3,53,227,1157,1440,19.8
1644430081,"4/29/2016",3176,2.30999994277954,2498,0,0,120,1193,1313,0.0
1644430081,"4/3/2016",12912,9.40999984741211,3436,59,16,283,1082,1440,20.9
1644430081,"4/30/2016",18213,13.2399997711182,3846,9,71,402,816,1298,16.6
1644430081,"4/4/2016",2819,2.04999995231628,2444,4,4,87,1345,1440,8.4
1644430081,"4/5/2016",9921,7.21000003814697,3098,5,35,219,1181,1440,15.4
1644430081,"4/6/2016",8046,5.84999990463257,2925,18,41,137,1244,1440,30.1
1644430081,"4/7/2016",11166,8.11999988555908,3202,3,58,230,1149,1440,21.0
1644430081,"4/8/2016",7842,5.69999980926514,2928,7,43,161,1229,1440,23.7
1644430081,"4/9/2016",13840,10.0600004196167,3290,18,81,192,1149,1440,34.0
1644430081,"5/1/2016",6132,4.46000003814697,2696,3,24,146,908,1081,15.6
1644430081,"5/10/2016",9167,6.65999984741211,2799,12,19,155,1254,1440,16.7
1644430081,"5/11/2016",1329,0.970000028610229,1276,0,0,49,713,762,0.0
1644430081,"5/2/2016",3758,2.73000001907349,2580,1,7,148,682,838,5.1
1644430081,"5/3/2016",12850,9.34000015258789,3324,10,94,221,1115,1440,32.0
1644430081,"5/4/2016",2309,1.67999994754791,2222,0,0,52,1388,1440,0.0
1644430081,"5/5/2016",4363,3.19000005722046,2463,6,12,81,1341,1440,18.2
1644430081,"5/6/2016",9787,7.11999988555908,3328,11,6,369,1054,1440,4.4
1644430081,"5/7/2016",13372,9.72000026702881,3404,41,17,243,1139,1440,19.3
1644430081,"5/8/2016",6724,4.8899998664856,2987,0,0,295,991,1286,0.0
1644430081,"5/9/2016",6643,4.82999992370605,3008,32,6,303,1099,1440,11.1
1844505072,"4/1/2016",6847,4.53000020980835,1969,9,9,251,1171,1440,6.7
1844505072,"4/10/2016",6556,4.34000015258789,1971,0,0,305,810,1115,0.0
1844505072,"4/11/2016",5430,3.58999991416931,1888,0,0,251,1189,1440,0.0
1844505072,"4/12/2016",6697,4.42999982833862,2030,0,0,339,1101,1440,0.0
1844505072,"4/13/2016",4929,3.25999999046326,1860,0,0,248,1192,1440,0.0
1844505072,"4/14/2016",7937,5.25,2130,0,0,373,843,1216,0.0
1844505072,"4/15/2016",3844,2.53999996185303,1725,0,0,176,527,703,0.0
1844505072,"4/16/2016",3414,2.25999999046326,1657,0,0,147,1293,1440,0.0
1844505072,"4/17/2016",4525,2.99000000953674,1793,2,8,199,1231,1440,4.8
1844505072,"4/18/2016",4597,3.03999996185303,1814,0,12,217,1211,1440,5.2
1844505072,"4/19/2016",197,0.129999995231628,1366,0,0,10,1430,1440,0.0
1844505072,"4/2/2016",5367,3.54999995231628,1889,0,0,263,1177,1440,0.0
1844505072,"4/20/2016",8,0.00999999977648258,1349,0,0,1,1439,1440,0.0
1844505072,"4/21/2016",8054,5.32000017166138,2062,2,13,308,1117,1440,4.6
1844505072,"4/22/2016",5372,3.54999995231628,1827,0,0,220,1220,1440,0.0
1844505072,"4/23/2016",3570,2.35999989509583,1645,0,0,139,1301,1440,0.0
1844505072,"4/24/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"4/25/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"4/26/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"4/27/2016",4,0.0,1348,0,0,1,1439,1440,0.0
1844505072,"4/28/2016",6907,4.57000017166138,1992,0,0,302,1138,1440,0.0
1844505072,"4/29/2016",4920,3.25,1856,0,0,247,1082,1329,0.0
1844505072,"4/3/2016",2841,1.87999999523163,1636,0,0,136,1114,1250,0.0
1844505072,"4/4/2016",0,0.0,1347,0,0,0,669,669,
1844505072,"4/5/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"4/6/2016",7,0.0,1349,0,0,1,1439,1440,0.0
1844505072,"4/7/2016",6344,4.19000005722046,1965,0,0,290,1150,1440,0.0
1844505072,"4/8/2016",5316,3.50999999046326,1824,0,0,221,1219,1440,0.0
1844505072,"4/9/2016",4979,3.28999996185303,1807,0,0,184,620,804,0.0
1844505072,"5/1/2016",2573,1.70000004768372,1541,0,7,75,585,667,8.5
1844505072,"5/10/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"5/11/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"5/12/2016",0,0.0,665,0,0,0,711,711,
1844505072,"5/2/2016",0,0.0,1348,0,0,0,1440,1440,
1844505072,"5/3/2016",4059,2.6800000667572,1742,0,0,184,1256,1440,0.0
1844505072,"5/4/2016",2080,1.37000000476837,1549,0,0,87,1353,1440,0.0
1844505072,"5/5/2016",2237,1.48000001907349,1589,0,0,120,1320,1440,0.0
1844505072,"5/6/2016",44,0.0299999993294477,1351,0,0,2,1438,1440,0.0
1844505072,"5/7/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"5/8/2016",0,0.0,1347,0,0,0,1440,1440,
1844505072,"5/9/2016",0,0.0,1347,0,0,0,1440,1440,
1927972279,"4/1/2016",4317,2.99000000953674,2590,0,11,192,854,1057,5.4
1927972279,"4/10/2016",2105,1.46000003814697,2442,0,0,139,805,944,0.0
1927972279,"4/11/2016",1209,0.839999973773956,2255,0,0,73,842,915,0.0
1927972279,"4/12/2016",678,0.469999998807907,2220,0,0,55,734,789,0.0
1927972279,"4/13/2016",356,0.25,2151,0,0,32,986,1018,0.0
1927972279,"4/14/2016",2163,1.5,2383,0,9,88,1292,1389,9.3
1927972279,"4/15/2016",980,0.680000007152557,2221,0,0,51,941,992,0.0
1927972279,"4/16/2016",0,0.0,2064,0,0,0,1440,1440,
1927972279,"4/17/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"4/18/2016",244,0.170000001788139,2111,0,0,17,1423,1440,0.0
1927972279,"4/19/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"4/2/2016",5662,3.92000007629395,2783,0,0,267,858,1125,0.0
1927972279,"4/20/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"4/21/2016",0,0.0,2064,0,0,0,1440,1440,
1927972279,"4/22/2016",149,0.100000001490116,2093,0,0,10,1430,1440,0.0
1927972279,"4/23/2016",2945,2.03999996185303,2499,0,0,145,1295,1440,0.0
1927972279,"4/24/2016",2090,1.45000004768372,2324,1,6,75,1358,1440,8.5
1927972279,"4/25/2016",152,0.109999999403954,2100,0,0,12,1303,1315,0.0
1927972279,"4/26/2016",3761,2.59999990463257,2638,0,0,192,1058,1250,0.0
1927972279,"4/27/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"4/28/2016",1675,1.1599999666214,2351,0,0,95,1167,1262,0.0
1927972279,"4/29/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"4/3/2016",3198,2.21000003814697,2449,0,0,146,1183,1329,0.0
1927972279,"4/30/2016",0,0.0,2064,0,0,0,1440,1440,
1927972279,"4/4/2016",2352,1.62999999523163,2380,0,0,128,829,957,0.0
1927972279,"4/5/2016",2234,1.54999995231628,2344,0,0,108,912,1020,0.0
1927972279,"4/6/2016",1259,0.870000004768372,2202,0,0,73,938,1011,0.0
1927972279,"4/7/2016",768,0.529999971389771,2130,0,0,43,1397,1440,0.0
1927972279,"4/8/2016",519,0.360000014305115,2088,0,0,34,1406,1440,0.0
1927972279,"4/9/2016",2523,1.75,2443,0,9,134,1250,1393,6.3
1927972279,"5/1/2016",2704,1.87000000476837,2411,14,1,70,1355,1440,17.6
1927972279,"5/10/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"5/11/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"5/12/2016",0,0.0,1383,0,0,0,966,966,
1927972279,"5/2/2016",3790,2.61999988555908,2505,16,8,94,1322,1440,20.3
1927972279,"5/3/2016",1326,0.920000016689301,2195,10,0,17,1413,1440,37.0
1927972279,"5/4/2016",1786,1.24000000953674,2338,0,0,87,1353,1440,0.0
1927972279,"5/5/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"5/6/2016",2091,1.45000004768372,2383,0,0,108,1332,1440,0.0
1927972279,"5/7/2016",1510,1.03999996185303,2229,0,0,48,1392,1440,0.0
1927972279,"5/8/2016",0,0.0,2063,0,0,0,1440,1440,
1927972279,"5/9/2016",0,0.0,2063,0,0,0,1440,1440,
2022484408,"4/1/2016",13603,9.60000038146973,2645,72,16,213,1139,1440,29.2
2022484408,"4/10/2016",10005,7.01999998092651,2458,1,23,339,1077,1440,6.6
2022484408,"4/11/2016",10106,7.09000015258789,2568,41,16,272,1111,1440,17.3
2022484408,"4/12/2016",11875,8.34000015258789,2390,42,14,227,1157,1440,19.8
2022484408,"4/13/2016",12024,8.5,2601,43,5,292,1100,1440,14.1
2022484408,"4/14/2016",10690,7.5,2312,32,3,257,1148,1440,12.0
2022484408,"4/15/2016",11034,8.02999973297119,2525,27,9,282,1122,1440,11.3
2022484408,"4/16/2016",10100,7.09000015258789,2177,41,11,151,1237,1440,25.6
2022484408,"4/17/2016",15112,11.3999996185303,2782,28,29,331,1052,1440,14.7
2022484408,"4/18/2016",14131,10.0699996948242,2770,48,3,311,1078,1440,14.1
2022484408,"4/19/2016",11548,8.52999973297119,2489,31,7,250,1152,1440,13.2
2022484408,"4/2/2016",5477,3.83999991416931,2040,0,0,237,1203,1440,0.0
2022484408,"4/20/2016",15112,10.6700000762939,2897,48,63,276,1053,1440,28.7
2022484408,"4/21/2016",12453,8.73999977111816,3158,104,53,255,1028,1440,38.1
2022484408,"4/22/2016",12954,9.32999992370605,2638,52,10,273,1105,1440,18.5
2022484408,"4/23/2016",6001,4.21000003814697,2069,0,0,249,1191,1440,0.0
2022484408,"4/24/2016",13481,10.2799997329712,2529,37,26,216,1161,1440,22.6
2022484408,"4/25/2016",11369,8.01000022888184,2470,44,8,217,1171,1440,19.3
2022484408,"4/26/2016",10119,7.19000005722046,2793,55,24,275,1086,1440,22.3
2022484408,"4/27/2016",10159,7.13000011444092,2463,19,20,282,1119,1440,12.1
2022484408,"4/28/2016",10140,7.11999988555908,2296,6,20,291,1123,1440,8.2
2022484408,"4/29/2016",10245,7.19000005722046,2611,21,40,281,1098,1440,17.8
2022484408,"4/3/2016",11144,7.82000017166138,2395,25,22,279,1114,1440,14.4
2022484408,"4/30/2016",18387,12.9099998474121,2732,13,23,361,1043,1440,9.1
2022484408,"4/4/2016",15313,11.0,2581,62,19,233,1126,1440,25.8
2022484408,"4/5/2016",10805,7.59000015258789,2735,36,37,298,1069,1440,19.7
2022484408,"4/6/2016",15392,10.9300003051758,2733,47,42,258,1093,1440,25.6
2022484408,"4/7/2016",18247,13.8299999237061,3021,72,62,252,1054,1440,34.7
2022484408,"4/8/2016",13023,9.26000022888184,2577,40,12,296,1092,1440,14.9
2022484408,"4/9/2016",16267,12.5900001525879,2811,44,16,302,1078,1440,16.6
2022484408,"5/1/2016",10538,7.40000009536743,2380,25,28,245,1142,1440,17.8
2022484408,"5/10/2016",12798,8.97999954223633,2797,57,28,271,1084,1440,23.9
2022484408,"5/11/2016",13272,9.31999969482422,2544,58,25,224,1133,1440,27.0
2022484408,"5/12/2016",9117,6.40999984741211,1853,16,16,236,728,996,11.9
2022484408,"5/2/2016",10379,7.28999996185303,2473,36,8,277,1119,1440,13.7
2022484408,"5/3/2016",12183,8.73999977111816,2752,72,14,250,1104,1440,25.6
2022484408,"5/4/2016",11768,8.28999996185303,2649,36,27,272,1105,1440,18.8
2022484408,"5/5/2016",11895,8.35000038146973,2609,55,20,253,1112,1440,22.9
2022484408,"5/6/2016",10227,7.17999982833862,2498,24,17,295,1104,1440,12.2
2022484408,"5/7/2016",6708,4.71000003814697,1995,20,2,149,1269,1440,12.9
2022484408,"5/8/2016",3292,2.30999994277954,1848,0,0,135,1305,1440,0.0
2022484408,"5/9/2016",13379,9.39000034332275,2709,35,47,297,1061,1440,21.6
2026352035,"4/1/2016",2605,1.62000000476837,1407,0,0,166,729,895,0.0
2026352035,"4/10/2016",5142,3.19000005722046,1515,0,0,230,654,884,0.0
2026352035,"4/11/2016",3279,2.02999997138977,1405,0,0,164,694,858,0.0
2026352035,"4/12/2016",4414,2.74000000953674,1459,3,8,181,706,898,5.7
2026352035,"4/13/2016",4993,3.09999990463257,1521,0,0,238,663,901,0.0
2026352035,"4/14/2016",3335,2.0699999332428,1431,0,0,197,653,850,0.0
2026352035,"4/15/2016",3821,2.36999988555908,1444,0,0,188,687,875,0.0
2026352035,"4/16/2016",2547,1.58000004291534,1373,0,0,150,728,878,0.0
2026352035,"4/17/2016",838,0.519999980926514,1214,0,0,60,1053,1113,0.0
2026352035,"4/18/2016",3325,2.05999994277954,1419,0,0,182,1062,1244,0.0
2026352035,"4/19/2016",2424,1.5,1356,0,0,141,785,926,0.0
2026352035,"4/2/2016",1229,0.759999990463257,1237,0,0,69,795,864,0.0
2026352035,"4/20/2016",7222,4.48000001907349,1667,0,0,327,623,950,0.0
2026352035,"4/21/2016",2467,1.52999997138977,1370,0,0,153,749,902,0.0
2026352035,"4/22/2016",2915,1.80999994277954,1399,0,0,162,712,874,0.0
2026352035,"4/23/2016",12357,7.71000003814697,1916,0,0,432,458,890,0.0
2026352035,"4/24/2016",3490,2.16000008583069,1401,0,0,164,704,868,0.0
2026352035,"4/25/2016",6017,3.73000001907349,1576,0,0,260,821,1081,0.0
2026352035,"4/26/2016",5933,3.6800000667572,1595,0,0,288,1018,1306,0.0
2026352035,"4/27/2016",6088,3.76999998092651,1593,0,0,286,586,872,0.0
2026352035,"4/28/2016",6375,3.95000004768372,1649,0,0,331,626,957,0.0
2026352035,"4/29/2016",7604,4.71000003814697,1692,0,0,352,492,844,0.0
2026352035,"4/3/2016",2308,1.42999994754791,1330,0,0,115,720,835,0.0
2026352035,"4/30/2016",4729,2.9300000667572,1506,0,0,233,594,827,0.0
2026352035,"4/4/2016",6679,4.1399998664856,1583,0,0,263,644,907,0.0
2026352035,"4/5/2016",5645,3.5,1538,0,0,248,621,869,0.0
2026352035,"4/6/2016",3180,1.97000002861023,1421,0,0,185,738,923,0.0
2026352035,"4/7/2016",2767,1.72000002861023,1392,0,0,170,673,843,0.0
2026352035,"4/8/2016",3762,2.32999992370605,1425,0,0,173,719,892,0.0
2026352035,"4/9/2016",3098,1.91999995708466,1413,0,0,185,700,885,0.0
2026352035,"5/1/2016",3609,2.27999997138977,1447,0,0,191,716,907,0.0
2026352035,"5/10/2016",254,0.159999996423721,1141,0,0,17,1002,1019,0.0
2026352035,"5/11/2016",8580,5.32000017166138,1698,0,0,330,569,899,0.0
2026352035,"5/12/2016",8891,5.51000022888184,1364,0,0,343,330,673,0.0
2026352035,"5/2/2016",7018,4.34999990463257,1690,0,0,355,716,1071,0.0
2026352035,"5/3/2016",5992,3.72000002861023,1604,0,0,304,981,1285,0.0
2026352035,"5/4/2016",6564,4.07000017166138,1658,0,0,345,530,875,0.0
2026352035,"5/5/2016",12167,7.53999996185303,1926,0,0,475,479,954,0.0
2026352035,"5/6/2016",8198,5.07999992370605,1736,0,0,383,511,894,0.0
2026352035,"5/7/2016",4193,2.59999990463257,1491,0,0,229,665,894,0.0
2026352035,"5/8/2016",5528,3.45000004768372,1555,0,0,258,610,868,0.0
2026352035,"5/9/2016",10685,6.61999988555908,1869,0,0,401,543,944,0.0
2320127002,"4/1/2016",0,0.0,1324,0,0,0,1440,1440,
2320127002,"4/10/2016",2277,1.52999997138977,1530,0,0,103,1337,1440,0.0
2320127002,"4/11/2016",11230,7.67000007629395,2206,10,2,390,1038,1440,3.0
2320127002,"4/12/2016",10725,7.48999977111816,2124,13,9,306,1112,1440,6.7
2320127002,"4/13/2016",7275,4.90000009536743,2003,0,0,335,1105,1440,0.0
2320127002,"4/14/2016",3973,2.6800000667572,1696,0,0,191,1249,1440,0.0
2320127002,"4/15/2016",5205,3.50999999046326,1801,0,0,245,1195,1440,0.0
2320127002,"4/16/2016",5057,3.41000008583069,1724,0,0,195,1245,1440,0.0
2320127002,"4/17/2016",6198,4.17999982833862,1852,0,0,249,1191,1440,0.0
2320127002,"4/18/2016",6559,4.42000007629395,1905,0,7,260,1173,1440,2.6
2320127002,"4/19/2016",5997,4.03999996185303,1811,0,11,228,1201,1440,4.6
2320127002,"4/2/2016",0,0.0,1324,0,0,0,1440,1440,
2320127002,"4/20/2016",7192,4.84999990463257,1922,0,11,283,1146,1440,3.7
2320127002,"4/21/2016",3404,2.28999996185303,1610,1,10,127,1302,1440,8.0
2320127002,"4/22/2016",5583,3.75999999046326,1851,0,0,266,1174,1440,0.0
2320127002,"4/23/2016",5079,3.42000007629395,1804,0,0,242,1129,1371,0.0
2320127002,"4/24/2016",4165,2.80999994277954,1725,0,0,204,1236,1440,0.0
2320127002,"4/25/2016",3588,2.42000007629395,1654,3,5,152,1280,1440,5.0
2320127002,"4/26/2016",3409,2.29999995231628,1632,0,0,147,1293,1440,0.0
2320127002,"4/27/2016",1715,1.1599999666214,1481,0,0,82,1358,1440,0.0
2320127002,"4/28/2016",1532,1.02999997138977,1473,0,0,76,1364,1440,0.0
2320127002,"4/29/2016",924,0.620000004768372,1410,0,0,45,1395,1440,0.0
2320127002,"4/3/2016",0,0.0,1324,0,0,0,1440,1440,
2320127002,"4/30/2016",4571,3.07999992370605,1779,0,0,234,1206,1440,0.0
2320127002,"4/4/2016",0,0.0,1324,0,0,0,1440,1440,
2320127002,"4/5/2016",4931,3.3199999332428,1708,0,0,175,1265,1440,0.0
2320127002,"4/6/2016",6999,4.71999979019165,1950,0,0,320,1120,1440,0.0
2320127002,"4/7/2016",1846,1.24000000953674,1508,0,0,93,1347,1440,0.0
2320127002,"4/8/2016",3417,2.29999995231628,1625,0,0,153,1287,1440,0.0
2320127002,"4/9/2016",4863,3.27999997138977,1772,1,11,208,1220,1440,5.5
